MolName	MolTotalCounts	MolRequestedCounts
PC00027[c]	3803	0
PD00347[c]	0	0
PD00348[c]	1330	0
PC00033[c]	509	0
PD00219[c]	0	0
PC00040[c]	226	0
PD00232[c]	3	0
PC00061[c]	75	0
PD00521[c]	3	0
PC00063[c]	0	0
PD00338[c]	252	0
PD02366[c]	0	0
PC00084[c]	98	0
PD02233[c]	0	0
PC00086[c]	5	0
PD00221[c]	1	0
PC00103[c]	33	0
PD01103[c]	0	0
PDXH-CPLX[c]	233	0
PDXH-MONOMER[c]	1	0
PDXK-CPLX[c]	156	0
PDXK-MONOMER[c]	2	0
PEPCARBOX-CPLX[c]	836	0
PEPCARBOX-MONOMER[c]	3	0
PEPSYNTH-CPLX[c]	469	0
PEPSYNTH-MONOMER[c]	1	0
PGLYCDEHYDROG-CPLX[c]	1980	0
PGLYCDEHYDROG-MONOMER[c]	0	0
PHENDEHYD-CPLX[c]	22	0
PHENDEHYD-MONOMER[c]	0	0
PHES-CPLX[c]	693	0
PHES-MONOMER[c]	1	0
PHET-MONOMER[c]	4	0
PHOR-CPLX[i]	4	0
PHOR-MONOMER[i]	0	0
PHOSACETYLTRANS-CPLX[c]	131	0
PHOSACETYLTRANS-MONOMER[c]	4	0
PHOSGLYCMUTASE[c]	10618	0
GPMA-MONOMER[c]	0	0
PHOSPHASERSYN-CPLX[i]	443	0
PHOSPHASERSYN-MONOMER[i]	0	0
PII2-CPLX[c]	4	0
PROTEIN-PII2[c]	2	0
PIIPROTEIN-CPLX[c]	497	0
PROTEIN-PII[c]	0	0
PKI-COMPLEX[c]	1439	0
PKI-MONOMER[c]	0	0
PKII-CPLX[c]	321	0
PKII-MONOMER[c]	3	0
PORPHOBILSYNTH-CPLX[c]	65	0
PORPHOBILSYNTH-MONOMER[c]	3	0
PPK-MONOMER[s]	1	0
PPPGPPHYDRO-CPLX[c]	37	0
PPPGPPHYDRO-MONOMER[c]	1	0
PPX-CPLX[i]	120	0
PPX-MONOMER[i]	0	0
PROLINEMULTI-CPLX[c]	109	0
PROS-CPLX[c]	705	0
PROS-MONOMER[c]	1	0
PRPPAMIDOTRANS-CPLX[c]	255	0
PRPPAMIDOTRANS-MONOMER[c]	1	0
PSERTRANSAM-CPLX[c]	3196	0
PSERTRANSAM-MONOMER[c]	0	0
PURE-CPLX[c]	104	0
PURE-MONOMER[c]	3	0
PURK-CPLX[c]	262	0
PURK-MONOMER[c]	1	0
PUTA-CPLX[c]	19	0
PUTA-MONOMER[c]	1	0
PYRNUTRANSHYDROGEN-CPLX[i]	692	0
PNTB-MONOMER[i]	0	0
PNTA-MONOMER[i]	1485	0
PYRROLINECARBREDUCT-CPLX[c]	55	0
PYRROLINECARBREDUCT-MONOMER[c]	7	0
PYRUVATEDEH-CPLX[i]	99	0
E2P-MONOMER[c]	12	0
PYRUVFORMLY-INACTIVE-CPLX[c]	2369	0
PYRUVFORMLY-MONOMER[c]	1	0
PYRUVOXID-CPLX[i]	72	0
PYRUVOXID-MONOMER[i]	0	0
QOR-CPLX[c]	96	0
QOR-MONOMER[c]	1	0
QUINOPRIBOTRANS-CPLX[c]	264	0
QUINOPRIBOTRANS-MONOMER[c]	0	0
RECBCD[c]	21	0
EG10826-MONOMER[c]	17	0
EG10825-MONOMER[c]	21	0
EG10824-MONOMER[c]	0	0
RECFOR-CPLX[c]	20	0
EG10828-MONOMER[c]	0	0
EG10834-MONOMER[c]	201	0
EG10832-MONOMER[c]	0	0
RHAMNULPALDOL-CPLX[c]	1	0
RHAMNULPALDOL-MONOMER[c]	1	0
RIB5PISOMA-CPLX[c]	610	0
RIB5PISOMA-MONOMER[c]	0	0
RIB5PISOMB-CPLX[c]	14	0
RIB5PISOMB-MONOMER[c]	1	0
RIBONUCLEOSIDE-DIP-REDUCTI-CPLX[c]	225	0
RIBONUCLEOSIDE-DIP-REDUCTII-CPLX[c]	13	0
RIBONUCLEOSIDE-TRIP-REDUCT-MONOMER[c]	0	0
RIBULOKIN-CPLX[c]	2	0
RIBULOKIN-MONOMER[c]	1	0
RIBULPEPIM-CPLX[c]	1	0
RIBULPEPIM-MONOMER[c]	0	0
RUVABC-CPLX[c]	8	0
EG10925-MONOMER[c]	33	0
EG10924-MONOMER[c]	11	0
EG10923-MONOMER[c]	167	0
S-ADENMETSYN-CPLX[c]	901	0
S-ADENMETSYN-MONOMER[c]	3	0
SAICARSYN-CPLX[c]	1211	0
SAICARSYN-MONOMER[c]	0	0
SEC-SECRETION-CPLX[i]	189	0
SECD-SECF-YAJC-YIDC-CPLX[i]	0	0
SECE-G-Y-CPLX[i]	288	0
YIDC[i]	657	0
EG11096-MONOMER[i]	3070	0
SECF[i]	0	0
SECD[i]	88	0
SECE[i]	919	0
SECG[i]	615	0
SECY[i]	0	0
SERS-CPLX[c]	1254	0
SERS-MONOMER[c]	0	0
SIROHEMESYN-CPLX[c]	37	0
SIROHEMESYN-MONOMER[c]	0	0
SORB6PDEHYDROG-CPLX[c]	16	0
SORB6PDEHYDROG-MONOMER[c]	1	0
SPERMACTRAN-CPLX[c]	213	0
SPERMACTRAN-MONOMER[c]	1	0
SPERMIDINESYN-CPLX[c]	684	0
SPERMIDINESYN-MONOMER[c]	0	0
SRP-CPLX[i]	0	0
FFS-RNA[c]	0	0
EG10346-MONOMER[i]	277	0
EG10300-MONOMER[c]	548	0
SDH-FLAVO[i]	170	0
SDH-FE-S[i]	611	0
SDH-MEMB1[i]	903	0
SDH-MEMB2[i]	0	0
SUCCCOASYN[c]	1529	0
SUCCCOASYN-ALPHA[c]	1617	0
SUCCCOASYN-BETA[c]	0	0
SUCCORNTRANSAM-CPLX[c]	8	0
SUCCORNTRANSAM-MONOMER[c]	1	0
SULFATE-ADENYLYLTRANS-CPLX[c]	250	0
CYSD-MONOMER[c]	464	0
CYSN-MONOMER[c]	2	0
SULFITE-REDUCT-CPLX[c]	99	0
BETACOMP-MONOMER[c]	448	0
SUPEROX-DISMUTFE-CPLX[c]	226	0
SUPEROX-DISMUTFE-MONOMER[c]	1	0
SUPEROX-DISMUTMN-CPLX[c]	10654	0
SUPEROX-DISMUTMN-MONOMER[c]	1	0
TAP-CPLX[i]	283	0
CHEW-MONOMER[c]	2137	0
TAR-CPLX[i]	430	0
TATABCE-CPLX[i]	128	0
G7808-MONOMER[i]	114	0
EG11479-MONOMER[i]	0	0
EG11305-MONOMER[i]	352	0
TATA[i]	3489	0
THIOESTERII-CPLX[c]	51	0
THIOESTERII-MONOMER[c]	2	0
THIOREDOXIN-REDUCT-NADPH-CPLX[c]	797	0
THIOREDOXIN-REDUCT-NADPH-MONOMER[c]	1	0
THREDEHYDCAT-CPLX[c]	0	0
THREDEHYDCAT-MONOMER[c]	1	0
THREDEHYDSYN-CPLX[c]	16	0
THREDEHYDSYN-MONOMER[c]	3	0
THREODEHYD-CPLX[c]	40	0
THREODEHYD-MONOMER[c]	1	0
THRS-CPLX[c]	1380	0
THRS-MONOMER[c]	0	0
THYMIDYLATESYN-CPLX[c]	345	0
THYMIDYLATESYN-MONOMER[c]	0	0
TMAOREDUCTI-CPLX[i]	3	0
EG11815-MONOMER[i]	0	0
TORA-MONOMER[p]	4	0
TORR-CPLX[c]	31	0
TORR-MONOMER[c]	0	0
TORS-CPLX[i]	3	0
TORS-MONOMER[i]	1	0
TPI[c]	3229	0
TPI-MONOMER[c]	0	0
TRANS-200-CPLX[s]	11	0
MACB[i]	1	0
MACA[i]	93	0
TRANS-CPLX-201[s]	94	0
ACRB-MONOMER[i]	3	0
TRANS-CPLX-202[s]	3	0
B2076-MONOMER[i]	2	0
B2075-MONOMER[i]	0	0
MDTA[i]	13	0
TRANS-CPLX-203[i]	1	0
EG12283-MONOMER[p]	0	0
EG12282-MONOMER[i]	2	0
MONOMER0-422[i]	0	0
TRANS-CPLX-204[s]	4	0
EG12240-MONOMER[i]	0	0
YHIV-MONOMER[i]	3	0
TRANSALDOLB-CPLX[c]	5155	0
TRANSALDOLB-MONOMER[c]	0	0
TRANSKETOI-CPLX[c]	1019	0
TRANSKETOI-MONOMER[c]	0	0
TRG-CPLX[i]	36	0
TRPS-CPLX[c]	632	0
TRPS-MONOMER[c]	1	0
TRYPSYN[c]	1473	0
TRYPSYN-APROTEIN[c]	353	0
TRYPTOPHAN-CPLX[c]	9	0
TRYPTOPHAN-MONOMER[c]	2	0
TSR-CPLX[i]	331	0
TTDA-MONOMER[c]	0	0
TTDB-MONOMER[c]	1	0
TYRB-DIMER[c]	648	0
TYRB-MONOMER[c]	1	0
TYRS-CPLX[c]	703	0
TYRS-MONOMER[c]	1	0
UDHA-CPLX[c]	65	0
UDHA-MONOMER[c]	0	0
UDPGLUCEPIM-CPLX[c]	177	0
UDPGLUCEPIM-MONOMER[c]	0	0
UDPNACETYLGLUCOSAMACYLTRANS-CPLX[c]	82	0
UDPNACETYLGLUCOSAMACYLTRANS-MONOMER[c]	2	0
UMPKI-CPLX[c]	172	0
UMPKI-MONOMER[c]	1	0
UPPSYN-CPLX[c]	63	0
UPPSYN-MONOMER[c]	1	0
URACIL-PRIBOSYLTRANS-CPLX[c]	1140	0
URACIL-PRIBOSYLTRANS-MONOMER[c]	0	0
URPHOS-CPLX[c]	168	0
URPHOS-MONOMER[c]	3	0
UVRABC-CPLX[c]	91	0
EG11062-MONOMER[c]	0	0
EG11063-MONOMER[c]	1	0
EG11061-MONOMER[c]	48	0
XANTHOSINEPHOSPHORY-CPLX[c]	0	0
XANTHOSINEPHOSPHORY-MONOMER[c]	2	0
XYLISOM-CPLX[c]	1	0
XYLISOM-MONOMER[c]	1	0
YDGEF-CPLX[i]	14	0
B1600-MONOMER[i]	0	0
B1599-MONOMER[i]	4	0
